id;dob;Sex;penAge;maritalSatatus;dobPartner;sexPartner;Lop;Lpp;LppIngegaan;Wzp;WzpIngegaan;Top;topStart;topEnd
314;10/05/1936;F;65;M;12/05/1938;M;22358;15650.6;;3130.12;;5589.5;62;65
315;07/05/1930;M;65;M;05/05/1928;F;4899;3429.3;;685.86;;1224.75;62;65
316;09/27/1907;F;65;M;11/27/1909;M;9511;6657.7;;1331.54;;2377.75;62;65
317;01/01/1936;F;65;M;03/01/1938;M;6423;4496.1;;899.22;;1605.75;62;65
318;11/26/1938;F;65;M;01/26/1941;M;4551;3185.7;;637.14;;1137.75;62;65
319;02/17/1972;M;65;U;;F;24357;17049.9;;3409.98;;6089.25;62;65
320;12/19/1937;M;65;M;10/19/1935;F;1995;1396.5;;279.3;;498.75;62;65
321;05/06/1945;M;65;M;03/06/1943;F;17750;12425;;2485;;4437.5;62;65
322;09/16/1946;F;65;M;11/16/1948;M;9196;6437.2;;1287.44;;2299;62;65
323;06/16/1953;M;65;M;04/16/1951;F;14657;10259.9;;2051.98;;3664.25;62;65
324;07/03/1935;F;65;M;09/03/1937;M;3112;2178.4;;435.68;;778;62;65
325;01/13/1964;F;65;U;;M;11977;8383.9;;1676.78;;2994.25;62;65
326;11/13/1901;M;65;M;09/13/1899;F;1298;908.6;;181.72;;324.5;62;65
327;11/23/1988;M;65;U;;F;18159;12711.3;;2542.26;;4539.75;62;65
328;08/10/1929;M;65;M;06/10/1927;F;11467;8026.9;;1605.38;;2866.75;62;65
329;03/18/1932;F;65;M;05/18/1934;M;9791;6853.7;;1370.74;;2447.75;62;65
330;02/22/1987;M;65;U;;F;9976;6983.2;;1396.64;;2494;62;65
331;04/08/1963;F;65;U;;M;15446;10812.2;;2162.44;;3861.5;62;65
332;07/05/1991;F;65;U;;M;19723;13806.1;;2761.22;;4930.75;62;65
333;08/21/1902;M;65;M;06/21/1900;F;966;676.2;;135.24;;241.5;62;65
334;06/18/1950;M;65;M;04/18/1948;F;19932;13952.4;;2790.48;;4983;62;65
335;09/13/1903;M;65;M;07/13/1901;F;18269;12788.3;;2557.66;;4567.25;62;65
336;03/14/1924;M;65;M;01/14/1922;F;15876;11113.2;;2222.64;;3969;62;65
337;11/19/1935;F;65;M;01/19/1938;M;2345;1641.5;;328.3;;586.25;62;65
338;09/06/1976;F;65;U;;M;16492;11544.4;;2308.88;;4123;62;65
339;09/07/1962;F;65;U;;M;17483;12238.1;;2447.62;;4370.75;62;65
340;11/24/1985;M;65;U;;F;19403;13582.1;;2716.42;;4850.75;62;65
341;07/13/1995;F;65;U;;M;13646;9552.2;;1910.44;;3411.5;62;65
342;08/28/1949;M;65;M;06/28/1947;F;5104;3572.8;;714.56;;1276;62;65
343;04/18/1949;M;65;M;02/18/1947;F;3678;2574.6;;514.92;;919.5;62;65
344;02/15/1951;F;65;M;04/15/1953;M;3450;2415;;483;;862.5;62;65
345;04/28/1981;F;65;U;;M;1934;1353.8;;270.76;;483.5;62;65
346;07/27/1907;M;65;M;05/27/1905;F;9732;6812.4;;1362.48;;2433;62;65
347;05/08/1928;M;65;M;03/08/1926;F;11464;8024.8;;1604.96;;2866;62;65
348;12/19/1957;F;65;U;;M;6330;4431;;886.2;;1582.5;62;65
349;04/26/1955;F;65;U;;M;7272;5090.4;;1018.08;;1818;62;65
350;11/09/1952;F;65;M;01/09/1955;M;24102;16871.4;;3374.28;;6025.5;62;65
351;05/10/1987;M;65;U;;F;21540;15078;;3015.6;;5385;62;65
352;12/18/1958;F;65;U;;M;24214;16949.8;;3389.96;;6053.5;62;65
353;10/15/1919;M;65;M;08/15/1917;F;23685;16579.5;;3315.9;;5921.25;62;65
354;02/10/1951;M;65;M;12/10/1948;F;22164;15514.8;;3102.96;;5541;62;65
355;11/28/1961;F;65;U;;M;3690;2583;;516.6;;922.5;62;65
356;01/24/1955;M;65;U;;F;14283;9998.1;;1999.62;;3570.75;62;65
357;05/25/1954;M;65;U;;F;14241;9968.7;;1993.74;;3560.25;62;65
358;05/24/1907;M;65;M;03/24/1905;F;13115;9180.5;;1836.1;;3278.75;62;65
359;06/15/1968;F;65;U;;M;3681;2576.7;;515.34;;920.25;62;65
360;05/16/1935;M;65;M;03/16/1933;F;9150;6405;;1281;;2287.5;62;65
361;06/06/1986;F;65;U;;M;2402;1681.4;;336.28;;600.5;62;65
362;04/14/1974;M;65;U;;F;3784;2648.8;;529.76;;946;62;65
363;01/21/1959;F;65;U;;M;17210;12047;;2409.4;;4302.5;62;65
364;03/23/1969;M;65;U;;F;7850;5495;;1099;;1962.5;62;65
365;04/28/1961;F;65;U;;M;22684;15878.8;;3175.76;;5671;62;65
366;02/22/1911;M;65;M;12/22/1908;F;18906;13234.2;;2646.84;;4726.5;62;65
367;08/20/1976;M;65;U;;F;11747;8222.9;;1644.58;;2936.75;62;65
368;02/04/1922;F;65;M;04/04/1924;M;16107;11274.9;;2254.98;;4026.75;62;65
369;02/06/1954;M;65;U;;F;12602;8821.4;;1764.28;;3150.5;62;65
370;08/06/1912;M;65;M;06/06/1910;F;10293;7205.1;;1441.02;;2573.25;62;65
371;04/21/1947;F;65;M;06/21/1949;M;5477;3833.9;;766.78;;1369.25;62;65
372;02/03/1989;M;65;U;;F;17317;12121.9;;2424.38;;4329.25;62;65
373;05/15/1989;M;65;U;;F;3140;2198;;439.6;;785;62;65
374;07/05/1969;M;65;U;;F;20525;14367.5;;2873.5;;5131.25;62;65
375;01/27/1914;F;65;M;03/27/1916;M;18814;13169.8;;2633.96;;4703.5;62;65
376;01/01/1943;M;65;M;11/01/1940;F;1616;1131.2;;226.24;;404;62;65
377;03/27/1908;M;65;M;01/27/1906;F;17698;12388.6;;2477.72;;4424.5;62;65
378;05/21/1931;M;65;M;03/21/1929;F;23145;16201.5;;3240.3;;5786.25;62;65
379;12/03/1906;M;65;M;10/03/1904;F;23012;16108.4;;3221.68;;5753;62;65
380;08/25/1995;F;65;U;;M;12800;8960;;1792;;3200;62;65
381;10/13/1953;M;65;M;08/13/1951;F;17062;11943.4;;2388.68;;4265.5;62;65
382;02/18/1947;M;65;M;12/18/1944;F;12449;8714.3;;1742.86;;3112.25;62;65
383;05/11/1978;F;65;U;;M;24891;17423.7;;3484.74;;6222.75;62;65
384;08/19/1988;M;65;U;;F;13415;9390.5;;1878.1;;3353.75;62;65
385;02/16/1970;F;65;U;;M;708;495.6;;99.12;;177;62;65
386;05/07/1932;F;65;M;07/07/1934;M;24906;17434.2;;3486.84;;6226.5;62;65
387;02/07/1912;M;65;M;12/07/1909;F;19614;13729.8;;2745.96;;4903.5;62;65
388;10/17/1908;F;65;M;12/17/1910;M;4328;3029.6;;605.92;;1082;62;65
389;07/04/1955;M;65;U;;F;11029;7720.3;;1544.06;;2757.25;62;65
390;12/14/1945;M;65;M;10/14/1943;F;4580;3206;;641.2;;1145;62;65
391;04/11/1975;F;65;U;;M;8234;5763.8;;1152.76;;2058.5;62;65
392;01/22/1969;M;65;U;;F;5747;4022.9;;804.58;;1436.75;62;65
393;11/05/1902;M;65;M;09/05/1900;F;21587;15110.9;;3022.18;;5396.75;62;65
394;04/02/1940;M;65;M;02/02/1938;F;11818;8272.6;;1654.52;;2954.5;62;65
395;05/19/1970;F;65;U;;M;7586;5310.2;;1062.04;;1896.5;62;65
396;02/06/1920;M;65;M;12/06/1917;F;15892;11124.4;;2224.88;;3973;62;65
397;04/22/1991;M;65;U;;F;10382;7267.4;;1453.48;;2595.5;62;65
398;06/22/1966;F;65;U;;M;8356;5849.2;;1169.84;;2089;62;65
399;08/03/1919;F;65;M;10/03/1921;M;8974;6281.8;;1256.36;;2243.5;62;65
400;03/11/1942;F;65;M;05/11/1944;M;11496;8047.2;;1609.44;;2874;62;65
401;01/05/1915;F;65;M;03/05/1917;M;24597;17217.9;;3443.58;;6149.25;62;65
402;08/07/1926;F;65;M;10/07/1928;M;12586;8810.2;;1762.04;;3146.5;62;65
403;06/12/1995;F;65;U;;M;2209;1546.3;;309.26;;552.25;62;65
404;04/11/1907;F;65;M;06/11/1909;M;12423;8696.1;;1739.22;;3105.75;62;65
405;09/21/1958;M;65;U;;F;19109;13376.3;;2675.26;;4777.25;62;65
406;03/17/1920;F;65;M;05/17/1922;M;20725;14507.5;;2901.5;;5181.25;62;65
407;05/26/1905;F;65;M;07/26/1907;M;21126;14788.2;;2957.64;;5281.5;62;65
408;09/23/1995;M;65;U;;F;22730;15911;;3182.2;;5682.5;62;65
409;08/01/1990;M;65;U;;F;8156;5709.2;;1141.84;;2039;62;65
410;07/26/1953;F;65;M;09/26/1955;M;18833;13183.1;;2636.62;;4708.25;62;65
411;01/13/1913;M;65;M;11/13/1910;F;2065;1445.5;;289.1;;516.25;62;65
412;11/09/1920;F;65;M;01/09/1923;M;1652;1156.4;;231.28;;413;62;65
413;10/14/1967;M;65;U;;F;14530;10171;;2034.2;;3632.5;62;65
414;08/03/1978;M;65;U;;F;18516;12961.2;;2592.24;;4629;62;65
415;12/28/1941;F;65;M;02/28/1944;M;23131;16191.7;;3238.34;;5782.75;62;65
416;08/27/1953;F;65;M;10/27/1955;M;17259;12081.3;;2416.26;;4314.75;62;65
417;02/18/1971;M;65;U;;F;22353;15647.1;;3129.42;;5588.25;62;65
418;12/19/1911;F;65;M;02/19/1914;M;4080;2856;;571.2;;1020;62;65
419;01/18/1940;F;65;M;03/18/1942;M;11130;7791;;1558.2;;2782.5;62;65
420;09/18/1904;F;65;M;11/18/1906;M;14057;9839.9;;1967.98;;3514.25;62;65
421;01/28/1914;F;65;M;03/28/1916;M;1490;1043;;208.6;;372.5;62;65
422;05/18/1934;M;65;M;03/18/1932;F;10806;7564.2;;1512.84;;2701.5;62;65
423;01/22/1927;M;65;M;11/22/1924;F;19850;13895;;2779;;4962.5;62;65
424;09/06/1929;F;65;M;11/06/1931;M;10917;7641.9;;1528.38;;2729.25;62;65
425;08/04/1944;M;65;M;06/04/1942;F;14965;10475.5;;2095.1;;3741.25;62;65
426;08/25/1928;M;65;M;06/25/1926;F;23079;16155.3;;3231.06;;5769.75;62;65
427;02/22/1945;M;65;M;12/22/1942;F;14405;10083.5;;2016.7;;3601.25;62;65
428;12/11/1983;F;65;U;;M;3318;2322.6;;464.52;;829.5;62;65
429;02/21/1969;M;65;U;;F;19366;13556.2;;2711.24;;4841.5;62;65
430;02/23/1974;F;65;U;;M;9212;6448.4;;1289.68;;2303;62;65
431;11/16/1916;F;65;M;01/16/1919;M;18365;12855.5;;2571.1;;4591.25;62;65
432;04/08/1918;F;65;M;06/08/1920;M;21249;14874.3;;2974.86;;5312.25;62;65
433;07/13/1904;F;65;M;09/13/1906;M;3259;2281.3;;456.26;;814.75;62;65
434;09/07/1948;F;65;M;11/07/1950;M;22866;16006.2;;3201.24;;5716.5;62;65
435;06/27/1956;F;65;U;;M;5332;3732.4;;746.48;;1333;62;65
436;02/27/1927;F;65;M;04/27/1929;M;15048;10533.6;;2106.72;;3762;62;65
437;07/18/1925;F;65;M;09/18/1927;M;23237;16265.9;;3253.18;;5809.25;62;65
438;10/26/1904;F;65;M;12/26/1906;M;18671;13069.7;;2613.94;;4667.75;62;65
439;02/16/1966;F;65;U;;M;17874;12511.8;;2502.36;;4468.5;62;65
440;03/06/1975;F;65;U;;M;17549;12284.3;;2456.86;;4387.25;62;65
441;07/05/1951;F;65;M;09/05/1953;M;6297;4407.9;;881.58;;1574.25;62;65
442;10/25/1949;F;65;M;12/25/1951;M;20824;14576.8;;2915.36;;5206;62;65
443;11/21/1928;M;65;M;09/21/1926;F;15816;11071.2;;2214.24;;3954;62;65
444;02/19/1935;M;65;M;12/19/1932;F;11400;7980;;1596;;2850;62;65
445;02/28/1943;F;65;M;04/28/1945;M;14203;9942.1;;1988.42;;3550.75;62;65
446;05/17/1937;F;65;M;07/17/1939;M;9520;6664;;1332.8;;2380;62;65
447;10/22/1974;M;65;U;;F;8664;6064.8;;1212.96;;2166;62;65
448;04/02/1990;M;65;U;;F;2613;1829.1;;365.82;;653.25;62;65
449;10/02/1940;F;65;M;12/02/1942;M;19432;13602.4;;2720.48;;4858;62;65
450;01/18/1951;F;65;M;03/18/1953;M;20249;14174.3;;2834.86;;5062.25;62;65
451;12/01/1972;M;65;U;;F;20530;14371;;2874.2;;5132.5;62;65
452;04/15/1991;F;65;U;;M;18823;13176.1;;2635.22;;4705.75;62;65
453;10/07/1918;M;65;M;08/07/1916;F;22619;15833.3;;3166.66;;5654.75;62;65
454;10/11/1976;F;65;U;;M;12464;8724.8;;1744.96;;3116;62;65
455;02/19/1919;F;65;M;04/19/1921;M;10787;7550.9;;1510.18;;2696.75;62;65
456;06/27/1993;M;65;U;;F;10553;7387.1;;1477.42;;2638.25;62;65
457;02/16/1941;M;65;M;12/16/1938;F;9974;6981.8;;1396.36;;2493.5;62;65
458;10/25/1963;F;65;U;;M;9117;6381.9;;1276.38;;2279.25;62;65
459;05/15/1934;M;65;M;03/15/1932;F;1477;1033.9;;206.78;;369.25;62;65
460;09/25/1931;M;65;M;07/25/1929;F;6969;4878.3;;975.66;;1742.25;62;65
461;09/27/1922;M;65;M;07/27/1920;F;9144;6400.8;;1280.16;;2286;62;65
462;08/15/1988;M;65;U;;F;9905;6933.5;;1386.7;;2476.25;62;65
463;12/13/1951;M;65;M;10/13/1949;F;18621;13034.7;;2606.94;;4655.25;62;65
464;08/15/1965;M;65;U;;F;11666;8166.2;;1633.24;;2916.5;62;65
465;01/07/1954;F;65;U;;M;6658;4660.6;;932.12;;1664.5;62;65
466;04/08/1931;M;65;M;02/08/1929;F;7147;5002.9;;1000.58;;1786.75;62;65
467;06/08/1965;F;65;U;;M;17612;12328.4;;2465.68;;4403;62;65
468;04/13/1940;F;65;M;06/13/1942;M;18755;13128.5;;2625.7;;4688.75;62;65
469;02/23/1913;M;65;M;12/23/1910;F;8560;5992;;1198.4;;2140;62;65
470;04/13/1981;F;65;U;;M;4760;3332;;666.4;;1190;62;65
471;08/27/1960;F;65;U;;M;17729;12410.3;;2482.06;;4432.25;62;65
472;06/24/1955;F;65;U;;M;19839;13887.3;;2777.46;;4959.75;62;65
473;06/27/1963;F;65;U;;M;18035;12624.5;;2524.9;;4508.75;62;65
474;10/18/1979;M;65;U;;F;23524;16466.8;;3293.36;;5881;62;65
475;06/22/1966;M;65;U;;F;12005;8403.5;;1680.7;;3001.25;62;65
476;06/11/1982;F;65;U;;M;8775;6142.5;;1228.5;;2193.75;62;65
477;01/19/1963;F;65;U;;M;14296;10007.2;;2001.44;;3574;62;65
478;08/18/1916;M;65;M;06/18/1914;F;5580;3906;;781.2;;1395;62;65
479;02/20/1987;M;65;U;;F;11479;8035.3;;1607.06;;2869.75;62;65
480;10/21/1907;F;65;M;12/21/1909;M;16263;11384.1;;2276.82;;4065.75;62;65
481;09/05/1945;M;65;M;07/05/1943;F;10872;7610.4;;1522.08;;2718;62;65
482;06/14/1901;M;65;M;04/14/1899;F;8013;5609.1;;1121.82;;2003.25;62;65
483;10/28/1977;F;65;U;;M;8554;5987.8;;1197.56;;2138.5;62;65
484;08/04/1933;F;65;M;10/04/1935;M;2893;2025.1;;405.02;;723.25;62;65
485;03/15/1966;F;65;U;;M;21401;14980.7;;2996.14;;5350.25;62;65
486;02/21/1945;M;65;M;12/21/1942;F;24411;17087.7;;3417.54;;6102.75;62;65
487;03/01/1924;F;65;M;05/01/1926;M;3367;2356.9;;471.38;;841.75;62;65
488;01/07/1956;M;65;U;;F;17611;12327.7;;2465.54;;4402.75;62;65
489;04/22/1940;F;65;M;06/22/1942;M;24020;16814;;3362.8;;6005;62;65
490;11/06/1920;F;65;M;01/06/1923;M;4987;3490.9;;698.18;;1246.75;62;65
491;04/11/1906;M;65;M;02/11/1904;F;14549;10184.3;;2036.86;;3637.25;62;65
492;10/11/1906;M;65;M;08/11/1904;F;20033;14023.1;;2804.62;;5008.25;62;65
493;11/03/1952;F;65;M;01/03/1955;M;10986;7690.2;;1538.04;;2746.5;62;65
494;06/16/1930;M;65;M;04/16/1928;F;5363;3754.1;;750.82;;1340.75;62;65
495;12/24/1956;F;65;U;;M;18015;12610.5;;2522.1;;4503.75;62;65
496;05/05/1987;F;65;U;;M;8267;5786.9;;1157.38;;2066.75;62;65
497;05/09/1941;M;65;M;03/09/1939;F;13528;9469.6;;1893.92;;3382;62;65
498;04/25/1966;F;65;U;;M;9299;6509.3;;1301.86;;2324.75;62;65
499;11/06/1955;M;65;U;;F;21837;15285.9;;3057.18;;5459.25;62;65
500;08/23/1975;F;65;U;;M;7358;5150.6;;1030.12;;1839.5;62;65
501;06/23/1959;M;65;U;;F;14407;10084.9;;2016.98;;3601.75;62;65
502;01/03/1929;F;65;M;03/03/1931;M;21653;15157.1;;3031.42;;5413.25;62;65
503;03/27/1921;M;65;M;01/27/1919;F;2491;1743.7;;348.74;;622.75;62;65
504;03/22/1914;M;65;M;01/22/1912;F;8912;6238.4;;1247.68;;2228;62;65
505;02/12/1908;M;65;M;12/12/1905;F;17374;12161.8;;2432.36;;4343.5;62;65
506;07/25/1993;F;65;U;;M;2423;1696.1;;339.22;;605.75;62;65
507;12/24/1905;M;65;M;10/24/1903;F;18916;13241.2;;2648.24;;4729;62;65
508;03/15/1995;F;65;U;;M;24904;17432.8;;3486.56;;6226;62;65
509;10/05/1909;F;65;M;12/05/1911;M;22281;15596.7;;3119.34;;5570.25;62;65
510;08/15/1995;M;65;U;;F;11432;8002.4;;1600.48;;2858;62;65
511;07/09/1989;M;65;U;;F;13958;9770.6;;1954.12;;3489.5;62;65
512;10/27/1979;M;65;U;;F;14718;10302.6;;2060.52;;3679.5;62;65
513;06/21/1975;F;65;U;;M;21672;15170.4;;3034.08;;5418;62;65
514;03/25/1924;M;65;M;01/25/1922;F;16045;11231.5;;2246.3;;4011.25;62;65
515;04/12/1986;M;65;U;;F;7288;5101.6;;1020.32;;1822;62;65
516;06/19/1936;M;65;M;04/19/1934;F;22974;16081.8;;3216.36;;5743.5;62;65
517;04/12/1967;F;65;U;;M;10927;7648.9;;1529.78;;2731.75;62;65
518;03/08/1923;M;65;M;01/08/1921;F;4565;3195.5;;639.1;;1141.25;62;65
519;08/11/1924;F;65;M;10/11/1926;M;994;695.8;;139.16;;248.5;62;65
520;05/18/1915;F;65;M;07/18/1917;M;19427;13598.9;;2719.78;;4856.75;62;65
521;09/06/1989;F;65;U;;M;15407;10784.9;;2156.98;;3851.75;62;65
522;11/28/1964;M;65;U;;F;6961;4872.7;;974.54;;1740.25;62;65
523;02/22/1986;F;65;U;;M;19730;13811;;2762.2;;4932.5;62;65
524;04/16/1978;M;65;U;;F;20233;14163.1;;2832.62;;5058.25;62;65
525;12/22/1989;M;65;U;;F;23683;16578.1;;3315.62;;5920.75;62;65
526;11/06/1928;M;65;M;09/06/1926;F;13245;9271.5;;1854.3;;3311.25;62;65
527;07/02/1945;F;65;M;09/02/1947;M;12031;8421.7;;1684.34;;3007.75;62;65
528;09/11/1965;M;65;U;;F;12610;8827;;1765.4;;3152.5;62;65
529;07/06/1995;F;65;U;;M;22693;15885.1;;3177.02;;5673.25;62;65
530;08/02/1917;F;65;M;10/02/1919;M;22540;15778;;3155.6;;5635;62;65
531;02/14/1912;F;65;M;04/14/1914;M;23206;16244.2;;3248.84;;5801.5;62;65
532;10/19/1973;M;65;U;;F;23898;16728.6;;3345.72;;5974.5;62;65
533;01/02/1977;M;65;U;;F;1153;807.1;;161.42;;288.25;62;65
534;12/22/1970;F;65;U;;M;10810;7567;;1513.4;;2702.5;62;65
535;12/21/1923;M;65;M;10/21/1921;F;17396;12177.2;;2435.44;;4349;62;65
536;11/07/1982;M;65;U;;F;6810;4767;;953.4;;1702.5;62;65
537;09/11/1911;M;65;M;07/11/1909;F;942;659.4;;131.88;;235.5;62;65
538;09/20/1926;M;65;M;07/20/1924;F;14666;10266.2;;2053.24;;3666.5;62;65
539;01/26/1950;M;65;M;11/26/1947;F;7760;5432;;1086.4;;1940;62;65
540;05/08/1938;M;65;M;03/08/1936;F;14287;10000.9;;2000.18;;3571.75;62;65
541;05/24/1904;F;65;M;07/24/1906;M;1979;1385.3;;277.06;;494.75;62;65
542;12/10/1939;M;65;M;10/10/1937;F;13509;9456.3;;1891.26;;3377.25;62;65
543;01/02/1980;F;65;U;;M;7325;5127.5;;1025.5;;1831.25;62;65
544;01/16/1976;M;65;U;;F;18656;13059.2;;2611.84;;4664;62;65
545;08/26/1925;M;65;M;06/26/1923;F;19792;13854.4;;2770.88;;4948;62;65
546;06/20/1987;F;65;U;;M;14176;9923.2;;1984.64;;3544;62;65
547;05/25/1920;F;65;M;07/25/1922;M;11070;7749;;1549.8;;2767.5;62;65
548;11/13/1949;F;65;M;01/13/1952;M;10222;7155.4;;1431.08;;2555.5;62;65
549;11/21/1987;F;65;U;;M;20866;14606.2;;2921.24;;5216.5;62;65
550;11/02/1908;M;65;M;09/02/1906;F;19474;13631.8;;2726.36;;4868.5;62;65
551;02/08/1909;F;65;M;04/08/1911;M;20917;14641.9;;2928.38;;5229.25;62;65
552;02/22/1991;M;65;U;;F;6492;4544.4;;908.88;;1623;62;65
553;04/14/1909;F;65;M;06/14/1911;M;4658;3260.6;;652.12;;1164.5;62;65
554;02/04/1975;F;65;U;;M;14850;10395;;2079;;3712.5;62;65
555;03/17/1900;M;65;M;01/17/1898;F;19936;13955.2;;2791.04;;4984;62;65
556;04/09/1900;F;65;M;06/09/1902;M;16189;11332.3;;2266.46;;4047.25;62;65
557;10/06/1953;M;65;M;08/06/1951;F;8025;5617.5;;1123.5;;2006.25;62;65
558;03/25/1956;F;65;U;;M;9943;6960.1;;1392.02;;2485.75;62;65
559;09/13/1951;M;65;M;07/13/1949;F;4317;3021.9;;604.38;;1079.25;62;65
560;04/12/1945;F;65;M;06/12/1947;M;21850;15295;;3059;;5462.5;62;65
561;09/14/1955;M;65;U;;F;3555;2488.5;;497.7;;888.75;62;65
562;06/11/1989;F;65;U;;M;12956;9069.2;;1813.84;;3239;62;65
563;09/22/1920;M;65;M;07/22/1918;F;20726;14508.2;;2901.64;;5181.5;62;65
564;09/25/1912;M;65;M;07/25/1910;F;3510;2457;;491.4;;877.5;62;65
565;11/09/1981;F;65;U;;M;15708;10995.6;;2199.12;;3927;62;65
566;04/23/1974;F;65;U;;M;13370;9359;;1871.8;;3342.5;62;65
567;09/28/1926;M;65;M;07/28/1924;F;4046;2832.2;;566.44;;1011.5;62;65
568;04/25/1926;M;65;M;02/25/1924;F;19785;13849.5;;2769.9;;4946.25;62;65
569;03/12/1965;M;65;U;;F;5565;3895.5;;779.1;;1391.25;62;65
570;11/08/1930;M;65;M;09/08/1928;F;13029;9120.3;;1824.06;;3257.25;62;65
571;04/03/1970;M;65;U;;F;3359;2351.3;;470.26;;839.75;62;65
572;03/21/1905;F;65;M;05/21/1907;M;4470;3129;;625.8;;1117.5;62;65
573;08/24/1916;F;65;M;10/24/1918;M;6551;4585.7;;917.14;;1637.75;62;65
574;06/22/1933;M;65;M;04/22/1931;F;18043;12630.1;;2526.02;;4510.75;62;65
575;10/11/1913;F;65;M;12/11/1915;M;1887;1320.9;;264.18;;471.75;62;65
576;04/14/1995;F;65;U;;M;6577;4603.9;;920.78;;1644.25;62;65
577;07/02/1936;M;65;M;05/02/1934;F;10613;7429.1;;1485.82;;2653.25;62;65
578;03/04/1935;M;65;M;01/04/1933;F;12120;8484;;1696.8;;3030;62;65
579;04/25/1936;F;65;M;06/25/1938;M;6382;4467.4;;893.48;;1595.5;62;65
580;10/22/1900;M;65;M;08/22/1898;F;15373;10761.1;;2152.22;;3843.25;62;65
581;01/10/1911;F;65;M;03/10/1913;M;21181;14826.7;;2965.34;;5295.25;62;65
582;11/04/1922;F;65;M;01/04/1925;M;17241;12068.7;;2413.74;;4310.25;62;65
583;08/13/1966;M;65;U;;F;23758;16630.6;;3326.12;;5939.5;62;65
584;03/17/1948;M;65;M;01/17/1946;F;5251;3675.7;;735.14;;1312.75;62;65
585;07/03/1993;F;65;U;;M;21223;14856.1;;2971.22;;5305.75;62;65
586;05/15/1989;M;65;U;;F;9558;6690.6;;1338.12;;2389.5;62;65
587;09/17/1946;M;65;M;07/17/1944;F;20767;14536.9;;2907.38;;5191.75;62;65
588;09/06/1980;M;65;U;;F;7717;5401.9;;1080.38;;1929.25;62;65
589;04/08/1907;F;65;M;06/08/1909;M;4720;3304;;660.8;;1180;62;65
590;03/11/1968;M;65;U;;F;17171;12019.7;;2403.94;;4292.75;62;65
591;05/16/1959;M;65;U;;F;17435;12204.5;;2440.9;;4358.75;62;65
592;03/05/1955;M;65;U;;F;22779;15945.3;;3189.06;;5694.75;62;65
593;02/13/1933;M;65;M;12/13/1930;F;11439;8007.3;;1601.46;;2859.75;62;65
594;09/26/1921;F;65;M;11/26/1923;M;587;410.9;;82.18;;146.75;62;65
595;10/06/1955;F;65;U;;M;2198;1538.6;;307.72;;549.5;62;65
596;03/01/1942;M;65;M;01/01/1940;F;6042;4229.4;;845.88;;1510.5;62;65
597;02/26/1970;F;65;U;;M;3554;2487.8;;497.56;;888.5;62;65
598;09/25/1979;M;65;U;;F;3700;2590;;518;;925;62;65
599;07/17/1972;F;65;U;;M;17743;12420.1;;2484.02;;4435.75;62;65
600;09/23/1939;M;65;M;07/23/1937;F;11332;7932.4;;1586.48;;2833;62;65
601;08/01/1941;F;65;M;10/01/1943;M;4618;3232.6;;646.52;;1154.5;62;65
602;12/14/1980;F;65;U;;M;8409;5886.3;;1177.26;;2102.25;62;65
603;12/17/1973;F;65;U;;M;15513;10859.1;;2171.82;;3878.25;62;65
604;05/06/1930;F;65;M;07/06/1932;M;3944;2760.8;;552.16;;986;62;65
605;06/01/1922;M;65;M;04/01/1920;F;4643;3250.1;;650.02;;1160.75;62;65
606;11/27/1954;F;65;U;;M;5918;4142.6;;828.52;;1479.5;62;65
607;09/10/1974;M;65;U;;F;8439;5907.3;;1181.46;;2109.75;62;65
608;10/16/1945;F;65;M;12/16/1947;M;11149;7804.3;;1560.86;;2787.25;62;65
609;09/17/1952;F;65;M;11/17/1954;M;22917;16041.9;;3208.38;;5729.25;62;65
610;10/20/1900;M;65;M;08/20/1898;F;9412;6588.4;;1317.68;;2353;62;65
611;04/20/1991;M;65;U;;F;20349;14244.3;;2848.86;;5087.25;62;65
612;04/13/1982;M;65;U;;F;13642;9549.4;;1909.88;;3410.5;62;65
613;08/09/1932;M;65;M;06/09/1930;F;18900;13230;;2646;;4725;62;65
614;04/03/1977;M;65;U;;F;3024;2116.8;;423.36;;756;62;65
615;02/20/1943;M;65;M;12/20/1940;F;12031;8421.7;;1684.34;;3007.75;62;65
616;09/24/1963;M;65;U;;F;15464;10824.8;;2164.96;;3866;62;65
617;08/07/1907;F;65;M;10/07/1909;M;6502;4551.4;;910.28;;1625.5;62;65
618;09/21/1951;F;65;M;11/21/1953;M;11073;7751.1;;1550.22;;2768.25;62;65
619;01/01/1922;F;65;M;03/01/1924;M;2403;1682.1;;336.42;;600.75;62;65
620;11/09/1907;M;65;M;09/09/1905;F;17776;12443.2;;2488.64;;4444;62;65
621;03/26/1960;F;65;U;;M;8008;5605.6;;1121.12;;2002;62;65
622;10/10/1948;F;65;M;12/10/1950;M;4093;2865.1;;573.02;;1023.25;62;65
623;11/15/1973;M;65;U;;F;16930;11851;;2370.2;;4232.5;62;65
624;12/25/1914;F;65;M;02/25/1917;M;3329;2330.3;;466.06;;832.25;62;65
625;06/14/1970;F;65;U;;M;15477;10833.9;;2166.78;;3869.25;62;65
626;07/21/1900;M;65;M;05/21/1898;F;10338;7236.6;;1447.32;;2584.5;62;65
627;11/19/1933;F;65;M;01/19/1936;M;18000;12600;;2520;;4500;62;65
628;09/21/1907;M;65;M;07/21/1905;F;4646;3252.2;;650.44;;1161.5;62;65
